,LTV_M,Purpose_M,Coop_M,Product_M,Occup_M,Back_M,BoCreditScor_M,PropType_M,Year,Bank,MortDate,Assigned_ID,Portfolio_Worthy
1419,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2016,2072366,0
1420,0.13,1.0,1.0,0.879,1.0,2.345,1.76,1.0,2017,Boston,2017,2072367,1
1421,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072368,0
1422,0.127,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072369,1
1423,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072370,1
1424,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072371,0
1425,0.13,1.0,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072372,1
1426,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.146,2017,Boston,2016,2072373,1
1427,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072374,1
1428,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072375,0
1429,0.13,1.0,1.0,0.879,1.0,1.431,4.81,1.0,2017,Boston,2016,2072376,1
1430,0.127,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072377,1
1431,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072378,1
1432,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072379,1
1433,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072380,0
1434,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072381,0
1435,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2016,2072382,0
1436,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072383,0
1437,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072384,0
1438,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072385,1
1439,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072386,0
1440,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Boston,2017,2072387,1
1441,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072388,0
1442,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072389,0
1443,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072390,1
1444,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072391,0
1445,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2016,2072392,1
1446,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.0,2017,Boston,2016,2072393,1
1447,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072394,1
1448,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072395,0
1449,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072396,1
1450,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072397,1
1451,0.127,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072398,1
1452,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072399,1
1453,0.13,1.61,1.0,0.879,1.0,1.431,4.81,1.0,2017,Boston,2017,2072400,0
1454,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072401,1
1455,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072402,1
1456,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072403,0
1457,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072404,0
1458,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072405,1
1459,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072406,0
1460,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072407,1
1461,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072408,1
1462,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072409,1
1463,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072410,1
1464,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072411,1
1465,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072412,0
1466,0.13,1.0,1.0,0.879,1.0,1.0,2.85,1.146,2017,Boston,2017,2072413,1
1467,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2017,2072414,1
1468,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072415,1
1469,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072416,0
1470,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072417,0
1471,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072418,0
1472,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2016,2072419,1
1473,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2017,2072420,1
1474,0.13,1.61,1.0,0.879,1.0,1.0,4.81,1.0,2017,Boston,2017,2072421,0
1475,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072422,1
1476,0.13,1.61,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2017,2072423,1
1477,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072424,0
1478,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072425,1
1479,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072426,0
1480,0.13,1.0,1.0,0.879,1.0,2.019,4.81,1.93,2017,Boston,2017,2072427,1
1481,0.127,1.61,1.0,0.879,1.0,2.345,2.85,1.0,2017,Boston,2017,2072428,1
1482,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072429,0
1483,0.13,1.61,1.0,0.879,1.0,2.02,4.81,1.0,2017,Boston,2017,2072430,1
1484,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072431,0
1485,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072432,1
1486,0.127,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072433,1
1487,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072434,1
1488,0.13,1.61,1.0,0.879,1.0,1.431,2.85,1.0,2017,Boston,2017,2072435,0
1489,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072436,1
1490,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.146,2017,Boston,2017,2072437,0
1491,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072438,1
1492,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072439,1
1493,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072440,0
1494,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072441,0
1495,0.127,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072442,0
1496,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072443,1
1497,0.127,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Boston,2017,2072444,1
1498,0.127,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072445,0
1499,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072446,0
1500,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.146,2017,Boston,2016,2072447,1
1501,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072448,0
1502,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.0,2017,Boston,2017,2072449,1
1503,0.127,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072450,0
1504,0.13,1.61,1.0,0.879,1.0,1.431,4.81,1.0,2017,Boston,2016,2072451,0
1505,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072452,1
1506,0.127,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072453,1
1507,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.146,2017,Boston,2016,2072454,1
1508,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.146,2017,Boston,2016,2072455,0
1509,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2016,2072456,0
1510,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Boston,2016,2072457,1
1511,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072458,1
1512,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072459,1
1513,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2016,2072460,1
1514,0.127,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072461,0
1515,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072462,1
1516,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072463,0
1517,0.13,1.61,1.0,0.879,1.0,2.345,1.76,1.0,2017,Boston,2017,2072464,1
1518,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072465,1
1519,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072466,1
1520,0.127,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Boston,2017,2072467,1
1521,0.13,1.0,1.0,0.879,1.0,1.431,4.81,1.0,2017,Boston,2017,2072468,1
1522,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072469,1
1523,0.127,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072470,0
1524,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072471,0
1525,0.127,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072472,1
1526,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072473,0
1527,0.13,1.0,1.0,0.879,1.304,2.019,0.743,1.0,2017,Boston,2017,2072474,1
1528,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072475,1
1529,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.93,2017,Boston,2017,2072476,1
1530,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072477,1
1531,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.146,2017,Boston,2017,2072478,0
1532,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072479,0
1533,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072480,1
1534,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Boston,2017,2072481,1
1535,0.13,1.0,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072482,1
1536,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072483,1
1537,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072484,1
1538,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072485,1
1539,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Boston,2017,2072486,1
1540,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2016,2072487,0
1541,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072488,1
1542,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2016,2072489,1
1543,0.127,1.61,1.0,0.879,1.304,2.02,0.743,1.0,2017,Boston,2017,2072490,1
1544,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072491,1
1545,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.146,2017,Boston,2016,2072492,1
1546,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072493,1
1547,0.13,1.61,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2017,2072494,1
1548,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072495,1
1549,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072496,1
1550,0.127,1.61,1.0,0.879,1.0,1.431,2.85,1.0,2017,Boston,2017,2072497,0
1551,0.127,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Boston,2016,2072498,1
1552,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072499,0
1553,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2017,2072500,1
1554,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072501,0
1555,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072502,0
1556,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2016,2072503,1
1557,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072504,0
1558,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072505,1
1559,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072506,1
1560,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072507,1
1561,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072508,0
1562,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072509,0
1563,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072510,1
1564,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.146,2017,Boston,2016,2072511,1
1565,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072512,0
1566,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072513,1
1567,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072514,1
1568,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072515,1
1569,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2016,2072516,1
1570,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072517,1
1571,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072518,1
1572,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072519,0
1573,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2017,2072520,1
1574,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072521,1
1575,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072522,1
1576,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072523,1
1577,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072524,1
1578,0.13,1.0,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2017,2072525,1
1579,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2017,2072526,1
1580,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072527,0
1581,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072528,0
1582,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072529,1
1583,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2016,2072530,0
1584,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2016,2072531,1
1585,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072532,1
1586,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072533,1
1587,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072534,0
1588,0.127,1.61,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2016,2072535,1
1589,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072536,1
1590,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Boston,2016,2072537,0
1591,0.127,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072538,1
1592,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072539,0
1593,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2017,2072540,1
1594,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2016,2072541,1
1595,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072542,1
1596,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2016,2072543,0
1597,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2016,2072544,1
1598,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072545,1
1599,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072546,1
1600,0.127,1.61,1.0,0.879,1.304,2.019,0.743,1.0,2017,Boston,2017,2072547,1
1601,0.13,1.61,1.0,0.879,1.0,2.02,4.81,1.0,2017,Boston,2017,2072548,1
1602,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072549,1
1603,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072550,1
1604,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Boston,2017,2072551,1
1605,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072552,1
1606,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072553,1
1607,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2015,2072554,1
1608,0.13,1.61,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2015,2072555,1
1609,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.146,2017,Boston,2015,2072556,1
1610,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2015,2072557,1
1611,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072558,0
1612,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072559,1
1613,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072560,1
1614,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2017,2072561,1
1615,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072562,1
1616,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.146,2017,Boston,2017,2072563,1
1617,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072564,0
1618,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072565,1
1619,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.146,2017,Boston,2017,2072566,0
1620,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072567,1
1621,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072568,0
1622,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Boston,2017,2072569,1
1623,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2015,2072570,0
1624,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072571,1
1625,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072572,1
1626,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072573,0
1627,0.13,1.0,1.0,0.879,1.0,1.431,2.85,1.0,2017,Boston,2017,2072574,1
1628,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072575,1
1629,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072576,1
1630,0.13,1.0,1.0,0.879,1.0,1.431,2.85,1.0,2017,Boston,2017,2072577,1
1631,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072578,1
1632,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Boston,2017,2072579,1
1633,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072580,1
1634,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072581,0
1635,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.146,2017,Boston,2017,2072582,1
1636,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072583,0
1637,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072584,0
1638,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072585,0
1639,0.13,1.0,1.0,0.879,1.0,2.345,1.76,1.0,2017,Boston,2017,2072586,1
1640,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072587,0
1641,0.127,1.61,1.0,0.879,1.0,1.431,0.743,1.146,2017,Boston,2017,2072588,0
1642,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072589,1
1643,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072590,0
1644,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072591,1
1645,0.13,1.0,1.0,0.879,1.0,2.345,0.743,1.146,2017,Boston,2017,2072592,1
1646,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072593,1
1647,0.127,1.61,1.0,0.879,1.0,2.345,0.743,1.146,2017,Boston,2017,2072594,1
1648,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072595,1
1649,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072596,1
1650,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072597,1
1651,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Boston,2017,2072598,1
1652,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.0,2017,Boston,2017,2072599,1
1653,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072600,1
1654,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072601,1
1655,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072602,1
1656,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072603,1
1657,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072604,0
1658,0.13,1.61,1.0,0.879,1.0,2.345,0.743,1.0,2017,Boston,2017,2072605,1
1659,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072606,1
1660,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Boston,2017,2072607,1
1661,0.127,1.61,1.0,0.879,1.0,2.019,0.743,1.146,2017,Boston,2017,2072608,1
1662,0.127,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072609,0
1663,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072610,1
1664,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072611,0
1665,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.146,2017,Boston,2017,2072612,1
1666,0.127,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072613,1
1667,0.127,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072614,0
1668,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072615,0
1669,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072616,1
1670,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.93,2017,Boston,2017,2072617,1
1671,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072618,0
1672,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072619,1
1673,0.13,1.0,1.0,0.879,1.0,2.345,0.743,1.0,2017,Boston,2017,2072620,1
1674,0.127,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072621,1
1675,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072622,1
1676,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072623,1
1677,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072624,0
1678,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072625,1
1679,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Boston,2017,2072626,1
1680,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072627,1
1681,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Boston,2017,2072628,0
1682,0.13,1.61,1.0,0.879,1.0,1.431,2.85,1.0,2017,Boston,2017,2072629,0
1683,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072630,1
1684,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.146,2017,Boston,2017,2072631,1
1685,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Boston,2017,2072632,0
1686,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Boston,2017,2072633,1
1687,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Boston,2017,2072634,1
1688,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Boston,2017,2072635,1
1689,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.0,2017,Boston,2017,2072636,1
1690,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Boston,2017,2072637,1
