,LTV_M,Purpose_M,Coop_M,Product_M,Occup_M,Back_M,BoCreditScor_M,PropType_M,Year,Bank,MortDate,Assigned_ID,Portfolio_Worthy
34149,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091916,1
34150,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091917,1
34151,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091918,1
34152,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091919,1
34153,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2091920,1
34154,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091921,1
34155,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091922,1
34156,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091923,1
34157,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091924,0
34158,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091925,1
34159,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091926,1
34160,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2091927,1
34161,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091928,1
34162,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2091929,1
34163,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091930,1
34164,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091931,0
34165,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091932,1
34166,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091933,0
34167,0.13,1.0,1.0,0.879,1.0,1.431,2.85,1.0,2017,Indianapolis,2017,2091934,1
34168,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091935,1
34169,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091936,1
34170,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2091937,1
34171,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091938,1
34172,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091939,0
34173,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091940,1
34174,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091941,1
34175,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.146,2017,Indianapolis,2017,2091942,1
34176,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091943,1
34177,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091944,1
34178,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2091945,1
34179,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2091946,1
34180,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2091947,1
34181,0.127,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2091948,1
34182,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091949,1
34183,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091950,1
34184,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2091951,0
34185,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091952,1
34186,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091953,1
34187,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091954,1
34188,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091955,1
34189,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091956,1
34190,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091957,1
34191,0.127,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091958,0
34192,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091959,1
34193,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091960,1
34194,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091961,0
34195,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091962,0
34196,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122630,1
34197,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091963,1
34198,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2091964,1
34199,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Indianapolis,2017,2091965,0
34200,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091966,0
34201,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091967,1
34202,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091968,1
34203,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2091969,1
34204,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Indianapolis,2017,2091970,1
34205,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091971,1
34206,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091972,1
34207,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091973,0
34208,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091974,1
34209,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.146,2017,Indianapolis,2017,2091975,1
34210,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.0,2017,Indianapolis,2017,2091976,1
34211,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2091977,1
34212,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091978,1
34213,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.0,2017,Indianapolis,2017,2091979,1
34214,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091980,1
34215,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091981,0
34216,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091982,1
34217,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091983,0
34218,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091984,1
34219,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091985,1
34220,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2091986,1
34221,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2091987,1
34222,0.127,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2091988,1
34223,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2091989,1
34224,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.146,2017,Indianapolis,2017,2091990,1
34225,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2091991,1
34226,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091992,1
34227,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2091993,1
34228,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091994,1
34229,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091995,1
34230,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091996,1
34231,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091997,1
34232,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2091998,1
34233,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2091999,1
34234,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092000,1
34235,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092001,1
34236,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092002,1
34237,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092003,1
34238,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2092004,1
34239,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092005,1
34240,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092006,1
34241,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092007,0
34242,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092008,1
34243,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2092009,1
34244,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2092010,0
34245,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092011,0
34246,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092012,1
34247,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092013,1
34248,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.146,2017,Indianapolis,2017,2092014,1
34249,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2092015,1
34250,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2092016,0
34251,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092017,0
34252,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092018,1
34253,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092019,0
34254,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092020,0
34255,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092021,1
34256,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092022,0
34257,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092023,0
34258,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092024,0
34259,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092025,0
34260,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092026,1
34261,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092027,1
34262,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.146,2017,Indianapolis,2017,2092028,0
34263,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.146,2017,Indianapolis,2017,2092029,1
34264,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Indianapolis,2017,2092030,1
34265,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092031,1
34266,0.13,1.61,1.0,0.879,1.0,1.0,2.85,1.0,2017,Indianapolis,2017,2092032,0
34267,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092033,0
34268,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092034,0
34269,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092035,1
34270,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092036,1
34271,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092037,1
34272,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092038,1
34273,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2092039,0
34274,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092040,1
34275,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2092041,1
34276,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092042,1
34277,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092043,1
34278,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092044,1
34279,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092045,1
34280,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092046,1
34281,0.127,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2092047,1
34282,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092048,1
34283,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092049,1
34284,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092050,1
34285,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.146,2017,Indianapolis,2017,2092051,1
34286,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092052,1
34287,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092053,1
34288,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092054,0
34289,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092055,1
34290,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.146,2017,Indianapolis,2017,2092056,1
34291,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092057,1
34292,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092058,1
34293,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092059,1
34294,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092060,1
34295,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2092061,1
34296,0.127,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092062,1
34297,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092063,1
34298,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092064,1
34299,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2092065,1
34300,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092066,1
34301,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092067,1
34302,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092068,1
34303,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092069,0
34304,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092070,1
34305,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092071,0
34306,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2092072,1
34307,0.13,1.0,1.0,0.879,1.304,1.0,0.743,1.0,2017,Indianapolis,2017,2092073,1
34308,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092074,1
34309,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092075,0
34310,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2092076,1
34311,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092077,0
34312,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092078,0
34313,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092079,1
34314,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092080,1
34315,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092081,1
34316,0.13,1.61,1.0,0.879,1.0,1.431,2.85,1.0,2017,Indianapolis,2017,2092082,0
34317,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092083,1
34318,0.127,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2092084,0
34319,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092085,0
34320,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092086,1
34321,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092087,1
34322,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092088,1
34323,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2092089,1
34324,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092090,1
34325,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2092091,1
34326,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092092,1
34327,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.146,2017,Indianapolis,2017,2092093,1
34328,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2092094,1
34329,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092095,1
34330,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2092096,1
34331,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2092097,1
34332,0.13,1.0,1.0,0.879,1.0,2.02,0.743,1.0,2017,Indianapolis,2017,2092098,1
34333,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2092099,0
34334,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.146,2017,Indianapolis,2017,2092100,1
34335,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2092101,1
34336,0.13,1.0,1.0,0.879,1.0,1.431,2.85,1.0,2017,Indianapolis,2017,2122335,1
34337,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122336,1
34338,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122337,1
34339,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122338,1
34340,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122339,0
34341,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122340,0
34342,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122341,1
34343,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2122342,1
34344,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2122343,1
34345,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2122344,0
34346,0.13,1.0,1.0,0.879,1.304,1.431,0.743,1.0,2017,Indianapolis,2017,2122345,1
34347,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122346,1
34348,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122347,1
34349,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122348,1
34350,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2122349,1
34351,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122350,1
34352,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2122351,1
34353,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122352,1
34354,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2122353,1
34355,0.13,1.61,1.0,0.879,1.0,2.019,2.85,1.0,2017,Indianapolis,2017,2122354,1
34356,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.146,2017,Indianapolis,2017,2122355,1
34357,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122356,0
34358,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122357,1
34359,0.13,1.0,1.0,0.879,1.0,2.019,2.85,1.146,2017,Indianapolis,2017,2122358,1
34360,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122359,1
34361,0.13,1.61,1.0,0.879,1.0,1.431,0.743,1.146,2017,Indianapolis,2017,2122360,0
34362,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Indianapolis,2017,2122361,1
34363,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122362,1
34364,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122363,1
34365,0.127,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2122364,1
34366,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122365,1
34367,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122366,0
34368,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122367,1
34369,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122368,1
34370,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122369,1
34371,0.13,1.0,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122370,1
34372,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122371,1
34373,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2122372,1
34374,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2122373,1
34375,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2122374,1
34376,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.146,2017,Indianapolis,2017,2122375,1
34377,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122376,0
34378,0.13,1.61,1.0,0.879,1.0,2.019,1.76,1.0,2017,Indianapolis,2017,2122377,1
34379,0.13,1.61,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122378,1
34380,0.13,1.61,1.0,0.879,1.0,2.02,0.743,1.146,2017,Indianapolis,2017,2122379,1
34381,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122380,1
34382,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122381,1
34383,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2122382,1
34384,0.13,1.0,1.0,0.879,1.0,2.02,2.85,1.0,2017,Indianapolis,2017,2122383,1
34385,0.13,1.0,1.0,0.879,1.0,1.431,0.743,1.0,2017,Indianapolis,2017,2122384,1
34386,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122385,0
34387,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122386,0
34388,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122387,1
34389,0.127,1.0,1.0,0.879,1.0,2.019,1.76,1.146,2017,Indianapolis,2017,2122388,1
34390,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2122389,1
34391,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122390,1
34392,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122391,1
34393,0.13,1.0,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2122392,1
34394,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122393,0
34395,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2122394,1
34396,0.13,1.0,1.0,0.879,1.0,2.019,0.743,1.0,2017,Indianapolis,2017,2122395,1
34397,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2122396,1
34398,0.13,1.0,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2122397,1
34399,0.13,1.0,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2122398,1
34400,0.13,1.61,1.0,0.879,1.0,2.02,1.76,1.0,2017,Indianapolis,2017,2122399,1
34401,0.127,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122400,0
34402,0.13,1.61,1.0,0.879,1.0,1.0,1.76,1.0,2017,Indianapolis,2017,2122401,0
34403,0.13,1.61,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122402,0
34404,0.13,1.0,1.0,0.879,1.0,1.0,0.743,1.0,2017,Indianapolis,2017,2122403,1
34405,0.13,1.61,1.0,0.879,1.0,1.431,1.76,1.0,2017,Indianapolis,2017,2122404,0
