,IncRat,LTV,Purpose,Coop,Product,FedGuar,Occup,Front,Back,BoCreditScor,PropType,UPB,Portfolio_Worthy
3051,2.7457,0.51,1,2,1,0,1,0.1365,0.1399,5,1,0.4094567404426559,1
3052,1.0768,0.8,1,2,1,3,1,0.2651,0.2791,3,1,0.4423782696177062,1
3053,2.8541,0.76,1,2,1,0,1,0.1924,0.3463,5,1,0.5321931589537223,1
3054,1.0107,0.67,2,2,1,0,1,0.2433,0.2466,5,11,0.6046277665995975,1
3055,0.6584,0.56,1,2,1,0,1,0.2373,0.3913,5,11,0.22635814889336014,1
3056,0.6753,0.55,2,2,1,0,1,0.3609,0.3651,5,11,0.522132796780684,1
3057,1.9681,0.73,2,2,1,0,1,0.2064,0.2184,5,9,0.880281690140845,1
3058,0.4208,0.67,2,2,1,0,1,0.23,0.43,5,1,0.2976861167002012,1
3059,1.5904,0.89,2,2,1,2,1,0.115,0.115,5,1,0.3004024144869215,1
3060,1.4143,0.55,2,2,1,0,1,0.2051,0.2184,5,1,0.35915492957746475,1
3061,3.3858,0.8,2,2,1,0,1,0.1258,0.20600000000000002,4,1,0.6400402414486921,1
3062,0.8602,0.95,1,2,1,0,1,0.2445,0.2545,5,1,0.4356136820925553,1
3063,1.4257,0.68,2,2,1,0,1,0.2436,0.2513,5,1,0.7424547283702213,1
3064,0.9444,0.8,1,2,1,0,1,0.2291,0.3901,5,1,0.41146881287726356,1
3065,1.4519,0.8,2,2,1,0,1,0.1362,0.2091,5,1,0.5,1
3066,1.5445,0.79,2,2,1,0,1,0.2077,0.4094,5,1,0.7816901408450704,1
3067,0.8362,0.59,2,2,1,0,1,0.22,0.3,4,11,0.3511066398390342,1
3068,1.2481,0.67,2,2,1,0,1,0.2573,0.302,5,1,0.33903420523138833,1
3069,1.5534,0.74,2,2,1,0,1,0.198,0.3425,5,1,0.6267605633802816,1
3070,1.0123,0.49,2,2,1,0,1,0.1855,0.3027,4,1,0.27867203219315895,1
3071,0.5045,0.68,2,2,1,0,1,0.36,0.36,3,1,0.5100603621730382,0
3072,1.0594,0.62,2,2,1,0,1,0.2465,0.3127,2,4,0.7716297786720321,0
3073,0.8576,0.67,2,2,1,0,1,0.3509,0.474,5,1,0.41951710261569414,1
3074,1.0697,0.68,2,2,1,0,1,0.2438,0.3959,5,1,0.5,1
3075,0.6267,0.65,2,2,1,0,1,0.2025,0.3738,4,1,0.14587525150905434,1
3076,0.9386,0.6,2,2,1,0,1,0.154,0.35100000000000003,4,1,0.33903420523138833,1
3077,2.2972,0.9,1,2,1,0,1,0.1267,0.1492,5,1,0.6394567404426559,1
3078,1.4445,0.67,1,2,1,0,1,0.0815,0.4036,3,11,0.09758551307847081,1
3079,1.5659999999999998,0.67,2,2,1,0,1,0.259,0.2936,4,4,0.5321931589537223,1
3080,1.5752,0.8,1,2,1,0,1,0.1361,0.4057,5,1,0.41951710261569414,1
3081,1.5165,0.8,2,2,1,0,1,0.2117,0.401,3,1,0.40020120724346075,0
3082,0.8591,0.8,1,2,1,2,1,0.26,0.444,3,1,0.41875653923541245,1
3083,0.5892,0.9,2,2,1,1,1,0.3317,0.3409,3,1,0.39860160965794766,0
3084,0.445,0.99,1,2,1,1,1,0.3001,0.3923,4,12,0.21393561368209252,1
3085,0.7597,0.8,1,2,1,3,1,0.2352,0.3573,2,1,0.2582394366197183,0
3086,0.5054,0.8,1,2,1,3,1,0.31,0.3611,4,1,0.20961971830985915,1
3087,0.6579,0.8,2,2,1,0,1,0.2058,0.3541,4,1,0.3470824949698189,1
3088,1.4443,0.8,1,2,1,2,1,0.131,0.2469,5,1,0.4495875251509054,1
3089,0.6807,0.64,2,2,1,0,1,0.3171,0.3447,4,1,0.17002012072434608,1
3090,1.7134,0.8,1,2,1,2,1,0.1682,0.2628,5,1,0.6701730382293762,1
3091,1.0201,0.57,2,2,1,0,1,0.1424,0.195,5,1,0.2545271629778672,1
3092,1.6483,0.67,2,2,1,0,1,0.1494,0.2659,5,1,0.5201207243460765,1
3093,2.1019,0.48,2,2,1,0,1,0.1159,0.1973,5,1,0.289738430583501,1
3094,1.9657,0.8,1,2,1,0,2,0.1,0.361,5,11,0.6609657947686116,1
3095,0.5326,0.8,1,2,1,0,1,0.3261,0.4047,5,1,0.2907444668008048,1
3096,0.8912,0.8,1,2,1,0,1,0.2259,0.2794,5,1,0.34466800804828973,1
3097,2.1403,0.74,2,2,1,0,1,0.1301,0.2293,5,1,0.33903420523138833,1
3098,0.7022,0.79,1,2,1,0,1,0.2363,0.2424,5,1,0.2686116700201207,1
3099,2.1221,0.57,2,2,1,0,1,0.1289,0.1429,5,11,0.6710261569416498,1
3100,0.8929,0.71,2,2,1,0,1,0.2067,0.2714,5,1,0.5442655935613682,1
3101,0.8188,0.59,2,2,1,0,1,0.1706,0.177,5,1,0.25855130784708247,1
3102,1.9657,0.5,2,2,1,0,1,0.0826,0.0853,4,1,0.7816901408450704,1
3103,2.0309,0.8,1,2,1,0,1,0.1624,0.3568,5,1,0.6617706237424547,1
3104,1.2557,0.72,2,2,1,0,1,0.1313,0.2953,5,1,0.3078470824949698,1
3105,1.2632,0.67,2,2,1,0,1,0.2103,0.4072,4,4,0.6810865191146881,1
3106,2.0312,0.67,2,2,1,0,1,0.13,0.32,5,1,0.29879275653923537,1
3107,1.4351,0.67,2,2,1,0,1,0.2886,0.3517,5,4,0.4044265593561368,1
3108,0.8239,0.8,1,2,1,2,1,0.1901,0.2684,5,1,0.2962173038229376,1
3109,1.0704,0.5,1,2,1,0,1,0.1491,0.2607,4,1,0.35412474849094566,1
3110,0.855,0.8,1,2,1,0,1,0.2651,0.3504,5,1,0.7205231388329979,1
3111,0.6254,0.67,2,2,1,0,1,0.3095,0.3868,5,1,0.3490945674044265,1
3112,1.4605,0.8,1,2,1,2,1,0.1827,0.3274,5,1,0.39738430583501005,1
3113,0.6188,0.67,2,2,1,0,1,0.3693,0.3822,5,11,0.2625754527162978,1
3114,1.6153,0.67,2,2,1,0,1,0.1503,0.2051,4,1,0.43158953722334004,1
3115,0.6851,0.67,2,2,1,0,1,0.2216,0.3073,4,1,0.2548189134808853,1
3116,0.8947,0.8,2,2,1,0,1,0.3195,0.4095,4,11,0.7779597585513078,1
3117,0.9027,0.67,2,2,1,0,1,0.2392,0.3299,2,1,0.41295975855130784,0
3118,1.7425,0.75,2,2,1,0,1,0.1672,0.233,5,1,0.3470824949698189,1
3119,0.4229,0.67,2,2,1,0,1,0.2384,0.3008,4,1,0.12776659959758552,1
3120,0.8527,0.55,2,2,1,0,1,0.2511,0.3308,4,1,0.17505030181086517,1
3121,0.5014,0.55,1,2,1,0,1,0.23,0.4049,4,1,0.45975855130784704,1
3122,0.858,0.52,2,2,1,0,1,0.1786,0.213,5,1,0.2022132796780684,1
3123,2.2143,0.74,2,2,1,0,1,0.1679,0.195,5,1,0.7911468812877263,1
3124,1.1531,0.67,2,2,1,0,1,0.2003,0.2825,5,1,0.24066197183098592,1
3125,1.9657,0.8,2,2,1,0,1,0.1091,0.1144,5,1,0.7081287726358149,1
3126,0.5694,0.9,1,2,1,0,1,0.23,0.4179,4,1,0.4698189134808853,1
3127,0.9812,0.78,2,2,1,0,1,0.2028,0.3495,4,1,0.5503018108651911,1
3128,2.2309,0.58,2,2,1,0,2,0.1798,0.3995,5,1,0.5201207243460765,1
3129,1.5993,0.86,2,2,1,0,1,0.1663,0.3604,4,1,0.6649899396378269,1
3130,1.8778,0.55,2,2,1,0,1,0.1554,0.1615,2,1,0.7655935613682092,0
3131,1.4932,0.95,1,2,1,0,1,0.2007,0.3467,5,11,0.7032193158953722,1
3132,1.8124,0.8,1,2,1,0,1,0.163,0.1701,5,1,0.7736418511066397,1
3133,1.0996,0.73,2,2,1,0,1,0.2307,0.317,3,1,0.7213279678068409,0
3134,1.0958,0.8,2,2,1,0,1,0.1658,0.2019,3,1,0.47948289738430583,0
3135,1.4689,0.7,2,2,1,0,1,0.2075,0.3514,4,1,0.7213279678068409,1
3136,0.9338,0.9,1,2,1,0,1,0.28,0.36,5,1,0.5472837022132796,1
3137,0.7848,0.54,1,2,1,0,1,0.3525,0.3589,5,1,0.7816901408450704,1
3138,0.7094,0.79,2,2,1,0,1,0.3463,0.3639,4,1,0.46378269617706236,1
3139,1.3586,0.74,2,2,1,0,1,0.17,0.26,4,1,0.5201207243460765,1
3140,0.9767,0.95,1,2,1,0,1,0.1733,0.2334,5,11,0.3490945674044265,1
3141,2.1035,0.63,2,2,1,0,1,0.1567,0.2188,4,1,0.7454728370221327,1
3142,0.5319,0.6,2,2,1,0,1,0.2942,0.3033,5,11,0.33903420523138833,1
3143,0.9711,0.69,2,2,1,0,1,0.1845,0.3644,4,1,0.3028169014084507,1
3144,0.8431,0.77,2,2,1,0,1,0.2888,0.3961,4,1,0.4678068410462776,1
3145,1.9657,0.73,2,2,1,0,1,0.0909,0.2008,4,11,0.811871227364185,1
3146,0.693,0.8,2,2,1,0,1,0.3446,0.3798,5,1,0.5772635814889335,1
3147,1.8378,0.67,2,2,1,0,1,0.1294,0.1417,5,1,0.16797585513078467,1
3148,0.7612,0.98,1,2,1,3,1,0.2924,0.4315,5,1,0.38030985915492954,1
3149,1.959,0.67,2,2,1,0,1,0.1399,0.3796,4,1,0.6917243460764587,1
3150,1.202,0.8,1,2,1,0,2,0.2143,0.4009,5,1,0.5225352112676056,1
3151,2.531,0.8,1,2,1,0,1,0.1701,0.4446,5,1,0.5321931589537223,1
3152,0.9702,0.8,2,2,1,0,1,0.1716,0.4213,4,1,0.21830985915492956,1
3153,1.8432,0.67,2,2,1,0,1,0.3006,0.3833,3,1,0.8158953722334004,0
3154,0.8352,0.67,2,2,1,0,1,0.3362,0.4189,4,1,0.42164788732394365,1
3155,1.0932,0.92,1,2,1,3,1,0.1626,0.3452,4,1,0.24582696177062374,1
3156,1.7979,0.95,1,2,1,0,1,0.2172,0.2249,5,1,0.6554325955734406,1
3157,1.5059,0.53,2,2,1,0,1,0.1324,0.3685,5,1,0.2625754527162978,1
3158,0.7265,0.65,2,2,1,0,1,0.23,0.4171,5,1,0.3873239436619718,1
3159,1.7857,0.58,2,2,1,0,2,0.225,0.3462,5,1,0.2635814889336016,1
3160,1.0816,0.57,2,2,1,0,1,0.2625,0.34,4,1,0.7112676056338028,1
3161,1.3627,0.8,1,2,1,0,1,0.2535,0.2868,5,1,0.8158953722334004,1
3162,0.9202,0.8,1,2,1,0,1,0.2744,0.2827,4,1,0.6770623742454728,1
3163,1.1906,0.69,1,2,1,0,1,0.1375,0.1518,4,11,0.27867203219315895,1
3164,2.1133,0.56,2,2,1,0,1,0.1621,0.2209,5,1,0.4396378269617706,1
3165,1.2608,0.69,2,2,1,0,1,0.2206,0.4204,5,1,0.36519114688128773,1
3166,0.6559999999999999,0.8,1,2,1,0,1,0.1984,0.3066,4,1,0.17806841046277666,1
3167,1.0339,0.73,2,2,1,0,1,0.2162,0.3476,5,1,0.5040241448692152,1
3168,1.4485,0.79,2,2,1,0,1,0.237,0.4189,4,1,0.6509054325955734,1
3169,2.3391,0.67,2,2,1,0,1,0.2559,0.3661,5,1,0.4295774647887324,1
3170,1.6695,0.62,1,2,1,0,1,0.1096,0.1886,5,1,0.19616700201207243,1
3171,1.5892,0.78,2,2,1,0,1,0.2014,0.3253,5,1,0.5201207243460765,1
3172,0.6717,0.8,2,2,1,0,1,0.3152,0.3236,4,11,0.7012072434607646,1
3173,1.642,0.8,1,2,1,0,1,0.1642,0.1735,5,11,0.31338430583501004,1
3174,1.2055,0.73,2,2,1,0,1,0.1627,0.2251,5,11,0.2424547283702213,1
3175,1.003,0.8,2,2,1,0,1,0.2294,0.4198,5,1,0.403420523138833,1
3176,2.1763,0.55,2,2,1,0,1,0.1093,0.1654,5,1,0.45975855130784704,1
3177,1.1632,0.8,1,2,1,0,1,0.2862,0.4227,4,1,0.5885311871227363,1
3178,0.7936,0.8,1,2,1,0,1,0.1856,0.2069,5,1,0.23360160965794768,1
3179,0.5423,0.67,2,2,1,0,1,0.2211,0.3566,4,1,0.1378269617706237,1
3180,0.7092,0.67,1,2,1,0,1,0.23,0.4459,5,1,0.37862776659959757,1
3181,2.4332,0.8,1,2,1,0,1,0.086,0.3424,5,1,0.34970020120724343,1
3182,0.6457,0.8,1,2,1,0,1,0.3683,0.4444,4,1,0.421215291750503,1
3183,2.7611,0.9,1,2,1,0,1,0.0698,0.0822,5,1,0.41146881287726356,1
3184,1.8818,0.95,1,2,1,0,1,0.1357,0.2869,5,1,0.5024144869215291,1
3185,2.0577,0.8,1,2,1,0,2,0.0376,0.2762,5,1,0.45975855130784704,1
3186,1.078,0.8,1,2,1,0,1,0.1901,0.2243,4,1,0.3261569416498994,1
3187,1.0576,0.95,1,2,1,0,1,0.2746,0.3636,5,1,0.6458752515090542,1
3188,0.6890000000000001,0.8,1,2,1,3,1,0.2258,0.4188,2,1,0.22306841046277665,0
3189,0.8705,0.8,1,2,1,3,1,0.1879,0.2828,5,1,0.23548088531187122,1
3190,1.1629,0.74,1,2,1,0,1,0.1972,0.204,5,1,0.3893360160965795,1
3191,2.2676,0.74,2,2,1,0,1,0.091,0.2446,4,1,0.36720321931589534,1
3192,1.0775,0.8,1,2,1,0,1,0.2318,0.242,5,1,0.5016096579476861,1
3193,1.0639,0.8,1,2,1,0,1,0.225,0.4183,5,1,0.47505231388329977,1
3194,1.8244,0.8,1,2,1,0,1,0.1152,0.3319,4,1,0.4356136820925553,1
3195,1.8093,0.95,1,2,1,0,1,0.1534,0.2709,4,11,0.45452716297786716,1
3196,0.9434,0.8,1,2,1,0,1,0.2648,0.40700000000000003,5,1,0.43489134808853114,1
3197,1.4797,0.8,1,2,1,0,1,0.1725,0.2824,5,1,0.5538108651911469,1
3198,1.131,0.79,1,2,1,0,1,0.2551,0.2614,5,1,0.5804828973843058,1
3199,1.9431,0.67,2,2,1,0,1,0.085,0.1792,2,1,0.18812877263581484,0
3200,1.9021,0.6,2,2,1,0,1,0.1294,0.1537,5,1,0.3668008048289738,1
3201,0.5354,0.95,1,2,1,0,1,0.2451,0.3522,5,1,0.196579476861167,1
3202,1.3958,0.64,2,2,1,0,1,0.0917,0.1568,5,1,0.18854325955734402,1
3203,0.7446,0.78,2,2,1,0,1,0.29,0.42,4,1,0.36519114688128773,1
3204,0.7468,0.9,1,2,1,0,1,0.221,0.2884,4,11,0.17243460764587526,1
3205,0.5870000000000001,0.67,1,2,1,0,1,0.2352,0.2634,5,1,0.22595774647887323,1
3206,0.4855,0.8,1,2,1,0,1,0.2627,0.3245,4,1,0.2022132796780684,1
3207,1.0411,0.72,1,2,1,0,1,0.1496,0.2124,5,1,0.2283702213279678,1
3208,0.9874,0.5,1,2,1,0,1,0.1687,0.1687,5,1,0.25855130784708247,1
3209,3.0379,0.55,2,2,1,0,1,0.0545,0.1224,5,1,0.2937625754527163,1
3210,0.6048,0.75,1,2,1,0,1,0.2964,0.3304,5,1,0.3083199195171026,1
3211,1.5259,0.8,2,2,1,0,1,0.2025,0.2495,5,1,0.41951710261569414,1
3212,1.6844,0.8,1,2,1,0,1,0.1065,0.1178,4,11,0.29396378269617707,1
3213,0.6064,0.73,2,2,1,0,1,0.165,0.1763,5,11,0.12374245472837021,1
3214,1.4007,0.8,1,2,1,0,1,0.1652,0.3118,5,1,0.43691549295774645,1
3215,0.6349,0.71,2,2,1,0,1,0.317,0.4185,4,1,0.3551307847082495,1
3216,1.3682,0.92,1,2,1,0,1,0.2151,0.2926,2,1,0.5092394366197183,0
3217,1.1987,0.62,2,2,1,0,1,0.2242,0.32,5,1,0.29879275653923537,1
3218,1.3201,0.52,1,2,1,0,1,0.2685,0.379,5,1,0.37927565392354123,1
3219,0.6963,0.67,2,2,1,0,1,0.2809,0.4202,5,1,0.24446680080482897,1
3220,1.9657,0.6,2,2,1,0,2,0.1289,0.2231,5,1,0.43460764587525147,1
3221,1.429,0.57,1,2,1,0,1,0.18600000000000003,0.2084,5,1,0.7816901408450704,1
3222,1.7209,0.78,2,2,1,0,1,0.1568,0.2411,5,1,0.33903420523138833,1
3223,0.4021,0.67,2,2,1,0,1,0.3661,0.3759,5,1,0.19818913480885308,1
3224,0.7014,0.78,2,2,1,0,1,0.2336,0.3204,4,1,0.2907444668008048,1
3225,0.4951,0.67,2,2,1,0,1,0.2134,0.2704,5,1,0.12776659959758552,1
3226,1.0934,0.61,2,2,1,0,1,0.2175,0.282,3,1,0.4798792756539235,0
3227,1.1566,0.78,2,2,1,0,1,0.1831,0.3217,4,1,0.42555331991951706,1
3228,0.305,0.59,2,2,1,0,1,0.2648,0.2648,5,1,0.14788732394366194,1
3229,0.5098,0.8,1,2,1,0,1,0.2754,0.2821,4,11,0.1732394366197183,1
3230,1.1973,0.75,1,2,1,0,1,0.1104,0.2111,3,11,0.15935613682092553,1
3231,1.4831,0.57,1,2,1,0,1,0.1943,0.3323,4,1,0.23843058350100604,1
3232,1.4845,0.67,2,2,1,0,1,0.2272,0.3263,5,1,0.27867203219315895,1
3233,0.552,0.78,2,2,1,0,1,0.2712,0.3412,4,1,0.21428571428571425,1
3234,1.8665,0.76,1,2,1,0,1,0.158,0.4284,3,1,0.5402414486921528,1
3235,1.2881,0.99,1,2,1,1,1,0.207,0.3216,4,1,0.43520523138832995,1
3236,1.9168,0.8,1,2,1,2,1,0.146,0.262,3,1,0.4278893360160966,1
3237,0.7838,0.99,1,2,1,1,1,0.3543,0.4582,2,1,0.4134748490945674,0
3238,0.5445,0.99,1,2,1,1,1,0.2744,0.3425,5,12,0.20998390342052314,1
3239,1.0234,0.9,2,2,1,0,1,0.2,0.28,5,1,0.37927565392354123,1
3240,1.7981,0.68,2,2,1,0,1,0.11,0.14,5,4,0.32293762575452717,1
3241,1.0424,0.75,2,2,1,0,1,0.23,0.3891,5,9,0.5321931589537223,1
3242,3.4727,0.75,2,2,1,0,1,0.1034,0.2208,4,1,0.7313883299798792,1
3243,0.5875,0.5,2,2,1,0,1,0.314,0.3182,5,11,0.27062374245472837,1
3244,3.1215,0.72,2,2,1,0,1,0.1476,0.2186,5,1,0.5321931589537223,1
3245,1.6544,0.64,2,2,1,0,1,0.1191,0.2221,5,1,0.27867203219315895,1
3246,1.2112,0.54,2,2,1,0,1,0.2139,0.3024,3,1,0.4094567404426559,0
3247,1.4673,0.67,2,2,1,0,1,0.3137,0.4402,5,11,0.5804828973843058,1
3248,0.9441,0.62,2,2,1,0,1,0.2669,0.4374,4,1,0.6710261569416498,1
3249,1.0338,0.62,2,2,1,0,1,0.3005,0.3745,4,1,0.811871227364185,1
3250,2.3693,0.72,2,2,1,0,1,0.1474,0.261,5,1,0.8158953722334004,1
3251,1.1779,0.78,2,2,1,0,1,0.1705,0.2933,4,1,0.32894366197183095,1
3252,1.8567,0.69,2,2,1,0,1,0.1561,0.2015,5,1,0.6569416498993963,1
3253,0.9211,0.65,2,2,1,0,1,0.1593,0.2375,3,1,0.36519114688128773,0
3254,0.7491,0.67,2,2,1,0,1,0.3,0.3092,5,4,0.3893360160965795,1
3255,1.7979,0.67,2,2,1,0,1,0.2885,0.3275,5,1,0.7213279678068409,1
3256,1.3348,0.67,2,2,1,0,1,0.153,0.1556,5,11,0.6006036217303823,1
3257,2.1959999999999997,0.93,1,2,1,0,1,0.1558,0.4431,4,11,0.5903420523138833,1
3258,0.873,0.8,1,2,1,0,1,0.3606,0.3631,3,1,0.6177062374245472,1
3259,0.9313,0.68,2,2,1,0,1,0.21600000000000003,0.4066,5,1,0.23239436619718307,1
3260,1.1549,0.67,2,2,1,0,1,0.1945,0.2936,4,11,0.5201207243460765,1
3261,1.8832,0.88,2,2,1,0,1,0.2611,0.3407,5,1,0.7313883299798792,1
3262,1.9657,0.67,2,2,1,0,1,0.13,0.14,5,1,0.7857142857142857,1
3263,1.0656,0.94,2,2,1,0,1,0.2406,0.3442,5,12,0.306841046277666,1
3264,1.5918,0.75,2,2,1,0,1,0.21,0.34,5,1,0.7253521126760563,1
3265,1.9541,0.75,2,2,1,0,1,0.233,0.3431,4,1,0.46378269617706236,1
3266,0.9373,0.74,1,2,1,0,1,0.23,0.4425,5,1,0.8105855130784707,1
3267,0.8182,0.9,1,2,1,0,1,0.23,0.4172,4,11,0.8080482897384306,1
3268,1.0819,0.55,1,2,1,0,1,0.1724,0.3429,5,11,0.19929577464788728,1
3269,3.0411,0.67,1,2,1,0,1,0.0676,0.1965,5,11,0.7816901408450704,1
3270,3.5044,0.76,2,2,1,0,1,0.1078,0.2854,4,1,0.4496981891348088,1
3271,2.1163,0.63,1,2,1,0,1,0.2329,0.4386,5,1,0.8158953722334004,1
3272,1.4233,0.67,2,2,1,0,1,0.2454,0.373,5,1,0.8018108651911469,1
3273,1.8465,0.63,2,2,1,0,1,0.1289,0.1401,5,1,0.45171026156941646,1
3274,0.5491,0.67,1,2,1,0,1,0.3589,0.3738,5,1,0.3289738430583501,1
3275,1.3873,0.8,1,2,1,0,1,0.1513,0.1921,5,1,0.4267605633802817,1
3276,0.5868,0.86,1,2,1,0,1,0.3323,0.4271,5,1,0.27867203219315895,1
3277,1.3956,0.79,2,2,1,0,1,0.2411,0.349,5,1,0.6207243460764587,1
3278,1.1576,0.63,2,2,1,0,1,0.1788,0.2881,5,1,0.31891348088531185,1
3279,0.8833,0.78,2,2,1,0,1,0.28,0.3913,5,1,0.7313883299798792,1
3280,1.3581,0.63,2,2,1,0,1,0.1922,0.2008,5,1,0.4798792756539235,1
3281,1.1343,0.62,2,2,1,0,1,0.2512,0.3261,4,9,0.7414486921529174,1
3282,0.6389,0.74,2,2,1,0,1,0.3712,0.4216,3,1,0.6509054325955734,0
3283,0.7049,0.9,1,2,1,0,1,0.3156,0.433,4,1,0.6830985915492958,1
3284,2.4729,0.52,2,2,1,0,1,0.1398,0.1482,5,11,0.7575452716297786,1
3285,0.8973,0.8,1,2,1,0,1,0.3675,0.4964,3,1,0.7575452716297786,1
3286,1.3757,0.95,1,2,1,0,1,0.2279,0.3085,4,1,0.6267605633802816,1
3287,3.0257,0.8,1,2,1,0,1,0.1082,0.281,4,1,0.3953722334004024,1
3288,0.5924,0.95,1,2,1,0,1,0.2821,0.3944,5,11,0.21961770623742455,1
3289,0.6949,0.95,1,2,1,0,1,0.3345,0.4149,4,1,0.43370221327967806,1
3290,1.0551,0.7,1,2,1,0,2,0.16,0.4112,5,1,0.43460764587525147,1
3291,1.7644,0.8,1,2,1,0,1,0.2112,0.3449,5,1,0.6641851106639839,1
3292,1.3262,0.71,2,2,1,0,1,0.2527,0.4115,4,1,0.7515090543259557,1
3293,1.643,0.8,2,2,1,0,1,0.183,0.3846,3,11,0.6207243460764587,0
3294,0.98,0.95,1,2,1,2,1,0.1994,0.4146,5,11,0.3128732394366197,1
3295,0.6945,0.67,2,2,1,0,1,0.2251,0.2312,5,1,0.15794768611670018,1
3296,0.6511,0.67,2,2,1,0,1,0.2261,0.3018,5,11,0.17806841046277666,1
3297,2.4665,0.9,1,2,1,0,1,0.149,0.223,5,1,0.6450704225352112,1
3298,0.42100000000000004,0.68,1,2,1,0,1,0.23,0.4334,5,1,0.31891348088531185,1
3299,1.7278,0.75,2,2,1,0,1,0.1982,0.2639,4,1,0.5603621730382293,1
3300,0.3843,0.67,1,2,1,0,1,0.3273,0.4464,5,11,0.17806841046277666,1
3301,1.34,0.8,1,2,1,2,1,0.21,0.5004,4,7,0.5718792756539235,1
3302,0.3726,0.66,2,2,1,0,1,0.23,0.4125,5,1,0.21428571428571425,1
3303,1.5112,0.71,2,2,1,0,1,0.1028,0.1757,5,1,0.23440643863179073,1
3304,2.9168,0.73,2,2,1,0,2,0.1847,0.2728,4,1,0.4496981891348088,1
3305,2.1967,0.6,2,2,1,0,1,0.1032,0.2728,5,1,0.4295774647887324,1
3306,1.5076,0.8,1,2,1,0,1,0.1712,0.2215,5,11,0.4130784708249497,1
3307,1.386,0.8,2,2,1,0,1,0.23,0.36,5,1,0.6609657947686116,1
3308,1.8719999999999999,0.68,2,2,1,0,1,0.1099,0.134,5,1,0.3611670020120724,1
3309,0.6929,0.67,2,2,1,0,1,0.2109,0.3711,5,1,0.27867203219315895,1
3310,1.7219,0.78,2,2,1,0,1,0.1486,0.2407,4,4,0.3148893360160966,1
3311,1.4896,0.9,1,2,1,0,1,0.2254,0.289,5,1,0.7464788732394365,1
3312,0.7005,0.8,1,2,1,0,1,0.1976,0.3944,5,1,0.2561368209255533,1
3313,1.0388,0.95,1,2,1,0,1,0.2713,0.3532,5,1,0.6458752515090542,1
3314,0.8134,0.88,2,2,1,0,1,0.2027,0.366,5,1,0.5120724346076458,1
3315,1.1263,0.8,1,2,1,0,1,0.2081,0.3207,5,1,0.9587525150905432,1
3316,1.0896,0.8,1,2,1,0,1,0.2538,0.3062,5,11,0.6690140845070423,1
3317,2.2016,0.9,1,2,1,0,1,0.1886,0.40299999999999997,4,1,0.7917505030181086,1
3318,2.0207,0.77,1,2,1,0,1,0.2076,0.4241,5,11,0.5321931589537223,1
3319,1.0568,0.9,1,2,1,0,1,0.2482,0.3192,5,1,0.7519114688128772,1
3320,1.1585,0.8,1,2,1,0,1,0.2359,0.3051,5,1,0.5,1
3321,1.0217,0.79,2,2,1,0,1,0.2519,0.2641,3,1,0.3732394366197183,0
3322,0.691,0.53,2,2,1,0,1,0.2633,0.4041,5,4,0.2806841046277666,1
3323,2.0583,0.8,2,2,1,0,1,0.1245,0.2266,3,1,0.4557344064386318,0
3324,0.905,0.66,2,2,1,0,1,0.226,0.373,4,4,0.22635814889336014,1
3325,2.6227,0.5,2,2,1,0,1,0.08,0.16,5,1,0.335010060362173,1
3326,0.9473,0.8,1,2,1,0,1,0.2696,0.4157,4,1,0.8138832997987927,1
3327,1.5849,0.71,2,2,1,0,1,0.1784,0.2057,5,1,0.48048289738430583,1
3328,1.1788,0.75,1,2,1,0,1,0.225,0.2604,5,1,0.5275653923541247,1
3329,1.8873,0.8,1,2,1,0,2,0.2683,0.3852,4,1,0.2825352112676056,1
3330,1.338,0.76,2,2,1,0,1,0.2013,0.2233,5,1,0.556338028169014,1
3331,1.4314,0.48,2,2,1,0,1,0.2403,0.2464,5,4,0.5321931589537223,1
3332,1.0625,0.77,2,2,1,0,1,0.1622,0.3623,4,1,0.306841046277666,1
3333,0.9974,0.54,2,2,1,0,1,0.1682,0.3132,5,1,0.2887323943661972,1
3334,0.7612,0.8,1,2,1,3,1,0.2139,0.3947,3,11,0.19389537223340036,1
3335,1.2239,0.8,1,2,1,3,1,0.2064,0.3404,3,1,0.45686116700201207,1
3336,0.7928,0.8,1,2,1,3,1,0.2505,0.3432,5,1,0.3596197183098591,1
3337,1.1149,0.99,1,2,1,1,1,0.285,0.371,3,1,0.5596700201207243,1
3338,0.9236,0.75,2,2,1,0,1,0.2475,0.3673,5,1,0.5040241448692152,1
3339,1.7659,0.67,2,2,1,0,1,0.1862,0.2357,5,1,0.6509054325955734,1
3340,0.8441,0.67,2,2,1,0,1,0.2315,0.3531,5,1,0.2424547283702213,1
3341,1.2979,0.9,1,2,1,0,1,0.2273,0.3643,5,1,0.6649899396378269,1
3342,0.765,0.67,2,2,1,0,1,0.3552,0.40299999999999997,5,1,0.7213279678068409,1
3343,0.6815,0.76,2,2,1,0,1,0.2208,0.3786,3,1,0.24044265593561365,0
3344,1.9421,0.84,2,2,1,2,1,0.184,0.289,4,1,0.7189134808853118,1
3345,1.2782,0.71,1,2,1,0,1,0.2182,0.2993,5,1,0.41951710261569414,1
3346,0.6022,0.89,1,2,1,0,1,0.3536,0.4372,4,1,0.4265593561368209,1
3347,1.9646,0.65,2,2,1,0,1,0.1571,0.2783,5,1,0.4678068410462776,1
3348,2.2208,0.5,2,2,1,0,1,0.145,0.31,5,1,0.37927565392354123,1
